PKLocNb;NPA;LocName
1158;1026;Echandens
1159;1026;Echandens-Denges
1160;1646;Echarlens
1161;1112;Echichens
1162;1376;Eclagnens
1163;1312;Eclépens
1164;1612;Ecoteaux
1165;1503;Ecublens FR
1166;1024;Ecublens VD
1167;1730;Ecuvillens
1168;2813;Ederswiler
1169;6313;Edlibach
1170;5253;Effingen
1171;8307;Effretikon
1172;4622;Egerkingen
1173;9231;Egg (Flawil)
1174;8132;Egg b. Zürich
1175;8847;Egg SZ
1176;5445;Eggenwil
1177;3939;Eggerberg
1178;9034;Eggersriet
1179;8585;Eggethof
1180;3537;Eggiwil
1181;8193;Eglisau
1182;5704;Egliswil
1183;9322;Egnach
1184;6243;Egolzwil
1185;6205;Eich
1186;9453;Eichberg
1187;6013;Eigenthal
1188;3801;Eigergletscher
1189;5268;Eiken
1190;3646;Einigen
1191;8840;Einsiedeln
1192;3943;Eischoll
1193;3909;Eisten
1194;5255;Elfingen
1195;8353;Elgg
1196;8566;Ellighausen
1197;8464;Ellikon am Rhein
1198;8548;Ellikon an der Thur
1199;8767;Elm
1200;3926;Embd
1201;8424;Embrach
1202;8423;Embrach-Embraport
1203;3711;Emdthal
1204;6032;Emmen
1205;6020;Emmenbrücke
1206;6020;Emmenbrücke 1
1207;6020;Emmenbrücke 2
1208;6020;Emmenbrücke 3
1209;6020;Emmenbrücke SB
1210;3543;Emmenmatt
1211;6376;Emmetten
1212;5304;Endingen
1213;6390;Engelberg
1214;9032;Engelburg
1215;2073;Enges
1216;3077;Enggistein
1217;8765;Engi
1218;8586;Engishofen
1219;3086;Englisberg
1220;2063;Engollon
1221;8556;Engwang
1222;8563;Engwilen
1223;8755;Ennenda
1224;8586;Ennetaach
1225;5400;Ennetbaden
1226;9651;Ennetbühl
1227;6373;Ennetbürgen
1228;6372;Ennetmoos
1229;1667;Enney
1230;6162;Entlebuch
1231;6160;Entlebuch Ackermann Versa
1232;1664;Epagny
1233;1066;Epalinges
1234;1417;Epautheyres
1235;2885;Epauvillers
1236;1731;Ependes FR
1237;1434;Ependes VD
1238;1098;Epesses
1239;2886;Epiquerez
1240;5012;Eppenberg
1241;5012;Eppenberg-Wöschnau
1242;3272;Epsach
1243;4458;Eptingen
1244;1976;Erde
1245;3947;Ergisch
1246;4952;Eriswil
1247;3619;Eriz
1248;3235;Erlach
1249;8586;Erlen
1250;3762;Erlenbach im Simmental
1251;8703;Erlenbach ZH
1252;8272;Ermatingen
1253;6294;Ermensee
1254;8734;Ermenswil
1255;3995;Ernen
1256;8725;Ernetschwil
1257;3941;Erschmatt
1258;4228;Erschwil
1259;3423;Ersigen
1260;6472;Erstfeld
1261;9492;Eschen
1262;6274;Eschenbach LU
1263;8733;Eschenbach SG
1264;8264;Eschenz
1265;2743;Eschert
1266;8554;Eschikofen
1267;8360;Eschlikon TG
1268;6182;Escholzmatt
1269;1670;Esmonts
1270;1724;Essert FR
1271;1078;Essertes
1272;1186;Essertines-sur-Rolle
1273;1417;Essertines-sur-Yverdon
1274;1435;Essert-Pittet
1275;1443;Essert-sous-Champvent
1276;8133;Esslingen
1277;1665;Estavannens
1278;1743;Estavayer-le-Gibloux
1279;1470;Estavayer-le-Lac
1280;1681;Estévenens
1281;1037;Etagnières
1282;1163;Etoy
1283;8620;Ettenhausen b. Wetzikon
1284;8356;Ettenhausen TG
1285;4107;Ettingen
1286;6218;Ettiswil
1287;3306;Etzelkofen
1288;4343;Etzgen
1289;4554;Etziken
1290;8256;Etzwilen
1291;1982;Euseigne
1292;8844;Euthal
1293;2533;Evilard
1294;1902;Evionnaz
1295;1983;Evolène
1296;3931;Eyholz
1297;1262;Eysins
1298;3617;Fahrni b. Thun
1299;5615;Fahrwangen
1300;8951;Fahrweid
1301;2916;Fahy
1302;6760;Faido
1303;6762;Faido Stazione
1304;7226;Fajauna
1305;7153;Falera
1306;8117;Fällanden
1307;8639;Faltigberg
1308;7215;Fanas
1309;3557;Fankhaus (Trub)
1310;1595;Faoug
1311;7433;Fardün
1312;4539;Farnern
1313;1726;Farvagny-le-Grand
1314;1726;Farvagny-le-Petit
1315;3705;Faulensee
1316;1173;Féchy
1317;8320;Fehraltorf
1318;4232;Fehren
1319;8552;Felben-Wellhausen
1320;8714;Feldbach
1321;4532;Feldbrunnen
1322;7404;Feldis/Veulden
1323;8706;Feldmeilen
1324;6183;Feldmoos
1325;7012;Felsberg
1326;5316;Felsenau AG
1327;1880;Fenalet-sur-Bex
1328;1809;Fenil-sur-Corsier
1329;3916;Ferden
1330;1076;Ferlens VD
1331;1724;Ferpicloz
1332;1313;Ferreyres
1333;3941;Feschel
1334;3941;Feschel-Guttet
1335;6938;Fescoggia
1336;1532;Fétigny
1337;8245;Feuerthalen
1338;8835;Feusisberg
1339;3784;Feutersoey
1340;7514;Fex
1341;1044;Fey
1342;1996;Fey (Nendaz)
1343;1609;Fiaugères
1344;7019;Fidaz
1345;7235;Fideris
1346;7235;Fideris Station
1347;3984;Fiesch
1348;3984;Fieschertal
1349;1420;Fiez
1350;6918;Figino
1351;3983;Filet
1352;7477;Filisur
1353;8876;Filzbach
1354;1925;Finhaut
1355;2577;Finsterhennen
1356;6311;Finstersee
1357;6165;Finsterwald b. Entlebuch
1358;1948;Fionnay
1359;6145;Fischbach LU
1360;5525;Fischbach-Göslikon
1361;8497;Fischenthal
1362;8376;Fischingen
1363;8435;Fisibach
1364;5442;Fislisbach
1365;8416;Flaach
1366;3175;Flamatt
1367;3978;Flanthey
1368;7306;Fläsch
1369;9230;Flawil
1370;9230;Flawil 1
1371;9230;Flawil 2 Botsberg
1372;1839;Flendruz
1373;7426;Flerden
1374;2114;Fleurier
1375;7017;Flims Dorf
1376;7018;Flims Waldhaus
1377;7137;Flond
1378;6454;Flüelen
1379;6073;Flüeli-Ranft
1380;4112;Flüh
1381;6173;Flühli LU
1382;4534;Flumenthal
1383;8890;Flums
1384;8893;Flums Hochwiese
1385;8896;Flumserberg Bergheim
1386;8895;Flumserberg Portels
1387;8894;Flumserberg Saxli
1388;8898;Flumserberg Tannenbodenal
1389;8897;Flumserberg Tannenheim
1390;8247;Flurlingen
1391;1473;Font
1392;2052;Fontainemelon
1393;2046;Fontaines NE
1394;1421;Fontaines-sur-Grandson
1395;1423;Fontanezier
1396;6110;Fontannen b. Wolhusen
1397;2902;Fontenais
1398;8127;Forch
1399;1606;Forel (Lavaux)
1400;1569;Forel FR
1401;1526;Forel-sur-Lucens
1402;2717;Fornet-Dessous
1403;2718;Fornet-Dessus
1404;3636;Forst b. Längenbühl
1405;1297;Founex
1406;1489;Franex
1407;3284;Fräschels
1408;6636;Frasco
1409;9320;Frasnacht
1410;1483;Frasses
1411;3312;Fraubrunnen
1412;8500;Frauenfeld
1413;8501;Frauenfeld
1414;8502;Frauenfeld
1415;8503;Frauenfeld
1416;8500;Frauenfeld 1
1417;8500;Frauenfeld 1 Ausgabe
1418;8500;Frauenfeld RPZ
1419;3202;Frauenkappelen
1420;2953;Fregiécourt
1421;2953;Fregiécourt-Pleujouse
1422;9306;Freidorf TG
1423;8807;Freienbach
1424;8427;Freienstein
1425;5423;Freienwil
1426;3510;Freimettigen
1427;1880;Frenières-sur-Bex
1428;4402;Frenkendorf
1429;2027;Fresens
1430;2027;Fresens-Montalchez
1431;1700;Fribourg
1432;1701;Fribourg
1433;1702;Fribourg
1434;1703;Fribourg
1435;1704;Fribourg
1436;1705;Fribourg
1437;1706;Fribourg
1438;1707;Fribourg
1439;1708;Fribourg
1440;1709;Fribourg
1441;1700;Fribourg 1
1442;1700;Fribourg 1 Distribution
1443;1701;Fribourg DT
1444;5262;Frick
1445;3035;Frieswil
1446;9504;Friltschen
1447;2535;Frinvillier
1448;1055;Froideville
1449;9467;Frümsen
1450;8559;Fruthwilen
1451;3714;Frutigen
1452;3714;Frutigen 1
1453;3714;Frutigen 2
1454;7551;Ftan
1455;7533;Fuldera
1456;4854;Fulenbach
1457;4414;Füllinsdorf
1458;4354;Full-Reuenthal
1459;1926;Fully
1460;6363;Fürigen
1461;7232;Furna
1462;7414;Fürstenau
1463;7413;Fürstenaubruck
1464;6696;Fusio
1465;3901;Gabi (Simplon)
1466;8214;Gächlingen
1467;4584;Gächliwil
1468;8547;Gachnang
1469;7244;Gadenstätt
1470;3863;Gadmen
1471;9534;Gähwil
1472;9056;Gais
1473;9030;Gaiserwald
1474;8854;Galgenen
1475;5224;Gallenkirch
1476;3285;Galmiz
1477;2076;Gals
1478;3945;Gampel
1479;3236;Gampelen
1480;9487;Gamprin-Bendern
1481;9473;Gams
1482;3900;Gamsen
1483;6978;Gandria
1484;4716;Gänsbrunnen
1485;4346;Gansingen
1486;9608;Ganterschwil
1487;3144;Gasel
1488;3924;Gasenried
1489;8136;Gattikon
1490;5412;Gebenstorf
1491;6123;Geiss
1492;6284;Gelfingen
1493;3126;Gelterfingen
1494;4460;Gelterkinden
1495;5637;Geltwil
1496;4145;Gempen
1497;3215;Gempenach
1498;6852;Genestrerio
1499;1200;Genève
1500;1201;Genève
1501;1202;Genève
1502;1203;Genève
1503;1204;Genève
1504;1205;Genève
1505;1206;Genève
1506;1207;Genève
1507;1208;Genève
1508;1209;Genève
1509;1200;Genève 1
1510;1211;Genève 1
1511;1211;Genève 1 DAP
1512;1211;Genève 10
1513;1200;Genève 11
1514;1211;Genève 11
1515;1200;Genève 12
1516;1211;Genève 12
1517;1200;Genève 13
1518;1211;Genève 13
1519;1211;Genève 14
1520;1215;Genève 15 Aéroport
1521;1215;Genève 15 Aéroport Dépôt
1522;1200;Genève 16
1523;1211;Genève 16
1524;1200;Genève 17
1525;1211;Genève 17
1526;1200;Genève 18
1527;1211;Genève 18
1528;1200;Genève 19
1529;1211;Genève 19
1530;1211;Genève 2
1531;1200;Genève 2 Dist Lettres
1532;1211;Genève 2 DT
1533;1200;Genève 2 Transit
1534;1200;Genève 20
1535;1211;Genève 20
1536;1200;Genève 21
1537;1211;Genève 21
1538;1211;Genève 22
1539;1211;Genève 23
1540;1200;Genève 24
1541;1211;Genève 24
1542;1200;Genève 25
1543;1211;Genève 25
1544;1200;Genève 26
1545;1211;Genève 26
1546;1211;Genève 27
1547;1200;Genève 28
1548;1211;Genève 28
1549;1200;Genève 3
1550;1211;Genève 3
1551;1200;Genève 4
1552;1211;Genève 4
1553;1200;Genève 6
1554;1211;Genève 6
1555;1200;Genève 7
1556;1211;Genève 7
1557;1200;Genève 8
1558;1211;Genève 8
1559;1200;Genève 9
1560;1211;Genève 9
1561;1215;Genève ICC OLS
1562;1289;Genève Services Spéciaux
1563;1272;Genolier
1564;1294;Genthod
1565;6925;Gentilino
1566;4563;Gerlafingen
1567;8500;Gerlikon
1568;8954;Geroldswil
1569;6576;Gerra (Gambarogno)
1570;6635;Gerra (Verzasca)
1571;6442;Gersau
1572;3115;Gerzensee
1573;3981;Geschinen
1574;6142;Gettnau
1575;6232;Geuensee
1576;6711;Ghirone
1577;8498;Gibswil-Ried
1578;4304;Giebenach
1579;1429;Giez
1580;1735;Giffers
1581;1673;Gillarens
1582;1182;Gilly
1583;1188;Gimel
1584;3826;Gimmelwald
1585;1276;Gingins
1586;6745;Giornico
1587;5264;Gipf-Oberfrick
1588;6038;Gisikon
1589;6074;Giswil
1590;6512;Giubiasco
1591;6671;Giumaglio
1592;1762;Givisiez
1593;1271;Givrins
1594;1196;Gland
1595;8750;Glarus
1596;4856;Glashütten
1597;7428;Glaspass
1598;8152;Glattbrugg
1599;8192;Glattfelden
1600;8301;Glattzentrum b. Wallisell
1601;1544;Gletterens
1602;6182;Glichenberg
1603;1823;Glion
1604;3902;Glis
1605;2855;Glovelier
1606;3981;Gluringen
1607;6525;Gnosca
1608;8044;Gockhausen
1609;3553;Gohl
1610;6950;Gola di Lago
1611;3207;Golaten
1612;9403;Goldach
1613;6410;Goldau
1614;8638;Goldingen
1615;3624;Goldiwil (Thun)
1616;3805;Goldswil b. Interlaken
1617;6656;Golino
1618;1124;Gollion
1619;8737;Gommiswald
1620;4955;Gondiswil
1621;3901;Gondo
1622;9108;Gonten
1623;5728;Gontenschwil
1624;3915;Goppenstein
1625;3983;Goppisberg
1626;6672;Gordevio
1627;6596;Gordola
1628;6518;Gorduno
1629;2023;Gorgier
1630;3920;Gornergrat
1631;6487;Göschenen
1632;9202;Gossau SG
1633;9202;Gossau SG 1
1634;9202;Gossau SG 2
1635;8625;Gossau ZH
1636;1407;Gossens
1637;4579;Gossliwil
1638;8583;Götighofen
1639;8274;Gottlieben
1640;9225;Gottshaus
1641;1376;Goumoens-la-Ville
1642;1376;Goumoens-le-Jux
1643;2728;Goumois
1644;3376;Graben
1645;9472;Grabs
1646;9472;Grabserberg
1647;3925;Grächen
1648;6388;Grafenort
1649;3308;Grafenried
1650;8572;Graltshausen
1651;6916;Grancia
1652;1117;Grancy
1653;1543;Grandcour
1654;1421;Grandevent
1655;2908;Grandfontaine
1656;1212;Grand-Lancy
1657;1212;Grand-Lancy 1
1658;1212;Grand-Lancy 2
1659;1775;Grandsivaz
1660;1422;Grandson
1661;1422;Grandson 1
1662;1422;Grandson 2
1663;2745;Grandval
1664;1603;Grandvaux
1665;1666;Grandvillard
1666;1208;Grange-Canal
1667;1211;Grange-Canal
1668;1614;Granges (Veveyse)
1669;3977;Granges VS
1670;1484;Granges-de-Vesin
1671;1763;Granges-Paccot
1672;1523;Granges-près-Marnand
1673;1686;Grangettes-près-Romont
1674;5722;Gränichen
1675;8415;Gräslikon
1676;3365;Grasswil
1677;1624;Grattavache
1678;6929;Gravesano
1679;8606;Greifensee
1680;4203;Grellingen
1681;2540;Grenchen
1682;2540;Grenchen 1
1683;2540;Grenchen 2
1684;3280;Greng
1685;3993;Grengiols
1686;1726;Grenilles
1687;1261;Grens
1688;6404;Greppen
1689;6611;Gresso
1690;1432;Gressy
1691;5014;Gretzenbach
1692;8514;Griesenberg
1693;3961;Grimentz
1694;1971;Grimisuat
1695;3757;Grimmialp
1696;4247;Grindel
1697;3818;Grindelwald
1698;1772;Grolley
1699;3979;Grône
1700;6537;Grono
1701;8841;Gross
1702;3257;Grossaffoltern
1703;6146;Grossdietwil
1704;3506;Grosshöchstetten
1705;6074;Grossteil
1706;6022;Grosswangen
1707;9035;Grub AR
1708;9036;Grub SG
1709;3946;Gruben
1710;3783;Grund b. Gstaad
1711;3455;Grünen
1712;3452;Grünenmatt
1713;8627;Grüningen
1714;7214;Grüsch
1715;8624;Grüt (Gossau ZH)
1716;1663;Gruyères
1717;1882;Gryon
1718;3780;Gstaad
1719;3785;Gsteig b. Gstaad
1720;3814;Gsteigwiler
1721;7545;Guarda
1722;6515;Gudo
1723;3158;Guggisberg
1724;1643;Gumefens
1725;3073;Gümligen
1726;3205;Gümmenen
1727;8507;Gündelhart
1728;4524;Günsberg
1729;8469;Guntalingen
1730;3654;Gunten
1731;8357;Guntershausen b. Aadorf
1732;8584;Guntershausen b. Birwinke
1733;8223;Guntmadingen
1734;4617;Gunzgen
1735;6222;Gunzwil
1736;3208;Gurbrü
1737;3212;Gurmels
1738;6482;Gurtnellen
1739;3137;Gurzelen
1740;1792;Guschelmuth
1741;4932;Gutenburg
1742;8605;Gutenswil
1743;3864;Guttannen
1744;3941;Guttet
1745;8594;Güttingen
1746;3645;Gwatt (Thun)
1747;1251;Gy
1748;3503;Gysenstein
1749;9469;Haag (Rheintal)
1750;3804;Habkern
1751;5245;Habsburg
1752;6166;Habschwanden
1753;4445;Häfelfingen
1754;8523;Hagenbuch ZH
1755;4614;Hägendorf
1756;6332;Hagendorn
1757;8580;Hagenwil b. Amriswil
1758;9312;Häggenschwil
1759;5607;Hägglingen
1760;2575;Hagneck
1761;9223;Halden
1762;7023;Haldenstein
1763;6469;Haldi b. Schattdorf
1764;8215;Hallau
1765;5705;Hallwil
1766;4566;Halten
1767;6289;Hämikon
1768;8585;Happerswil
1769;8570;Hard b. Weinfelden
1770;8553;Harenwilen
1771;4624;Härkingen
1772;3415;Hasle b. Burgdorf
1773;6166;Hasle LU
1774;9054;Haslen AI
1775;8773;Haslen GL
1776;3415;Hasle-Rüegsau
1777;6085;Hasliberg Goldern
1778;6083;Hasliberg Hohfluh
1779;6086;Hasliberg Reuti
1780;6084;Hasliberg Wasserwendi
1781;8775;Hätzingen
1782;4633;Hauenstein
1783;8926;Hauptikon
1784;9213;Hauptwil
1785;8915;Hausen am Albis
1786;5212;Hausen b. Brugg
1787;3463;Häusernmoos im Emmental
1788;8522;Häuslenen
1789;1997;Haute-Nendaz
1790;2068;Hauterive
1791;1648;Hauteville
1792;3510;Häutligen
1793;8908;Hedingen
1794;9435;Heerbrugg
1795;9440;Heerbrugg Haus und Hobby
1796;8580;Hefenhofen
1797;9410;Heiden
1798;3625;Heiligenschwendi
1799;8888;Heiligkreuz (Mels)
1800;6168;Heiligkreuz LU
1801;3627;Heimberg
1802;3373;Heimenhausen
1803;3615;Heimenschwand
1804;3453;Heimisbach
1805;3412;Heimiswil
1806;4558;Heinrichswil
1807;1714;Heitenried
1808;9216;Heldswil
1809;3155;Helgisried-Rohrbach
1810;6016;Hellbühl
1811;4316;Hellikon
1812;3429;Hellsau
1813;9633;Hemberg
1814;8261;Hemishofen
1815;8231;Hemmental
1816;4465;Hemmiken
1817;9247;Henau
1818;5604;Hendschiken
1819;8444;Henggart
1820;1681;Hennens
1821;1525;Henniez
1822;4715;Herbetswil
1823;3526;Herbligen
1824;3927;Herbriggen
1825;8535;Herdern
1826;1987;Hérémence
1827;6133;Hergiswil b. Willisau
1828;6052;Hergiswil NW
1829;9100;Herisau
1830;9101;Herisau
1831;9102;Herisau
1832;9100;Herisau 1
1833;6028;Herlisberg
1834;1248;Hermance
1835;8330;Hermatswil
1836;1513;Hermenches
1837;5626;Hermetschwil
1838;3475;Hermiswil
1839;3274;Hermrigen
1840;8585;Herrenhof
1841;3037;Herrenschwanden
1842;8704;Herrliberg
1843;4423;Hersberg
1844;4558;Hersiwil
1845;6353;Hertenstein
1846;5027;Herznach
1847;3360;Herzogenbuchsee
1848;8583;Hessenreuti
1849;4577;Hessigkofen
1850;5317;Hettenschwil
1851;3325;Hettiswil b. Hindelbank
1852;8442;Hettlingen
1853;6024;Hildisrieden
1854;5613;Hilfikon
1855;3652;Hilterfingen
1856;4204;Himmelried
1857;3324;Hindelbank
1858;8128;Hinteregg
1859;9452;Hinterforst
1860;3089;Hinterfultigen
1861;3032;Hinterkappelen
1862;6260;Hintermoos
1863;7438;Hinterrhein
1864;6437;Hinterthal
1865;8340;Hinwil
1866;5042;Hirschthal
1867;8816;Hirzel
1868;8335;Hittnau
1869;6285;Hitzkirch
1870;6280;Hochdorf
1871;8182;Hochfelden
1872;3429;Höchstetten
1873;3429;Höchstetten-Hellsau
1874;4146;Hochwald
1875;3631;Höfen b. Thun
1876;8242;Hofen SH
1877;9114;Hoffeld
1878;6154;Hofstatt
1879;3858;Hofstetten b. Brienz
1880;8354;Hofstetten b. Elgg
1881;4114;Hofstetten SO
1882;6276;Hohenrain
1883;9224;Hohentannen
1884;3949;Hohtenn
1885;5113;Holderbank AG
1886;4718;Holderbank SO
1887;4434;Hölstein
1888;6343;Holzhäusern ZG
1889;5043;Holziken
1890;3622;Homberg b. Thun
1891;8634;Hombrechtikon
1892;8508;Homburg
1893;6038;Honau
1894;3702;Hondrich
1895;8372;Horben b. Sirnach
1896;3755;Horboden
1897;8810;Horgen
1898;8812;Horgen
1899;8813;Horgen
1900;8810;Horgen 1
1901;8815;Horgenberg
1902;8507;Hörhausen
1903;8181;Höri
1904;9326;Horn
1905;5257;Hornussen
1906;3623;Horrenbach-Buchen
1907;4557;Horriwil
1908;6048;Horw
1909;9515;Hosenruck
1910;6493;Hospental
1911;4348;Hottwil
1912;6133;Hübeli
1913;4535;Hubersdorf
1914;1857;Huémoz
1915;8565;Hugelshofen
1916;8457;Humlikon
1917;9064;Hundwil
1918;6331;Hünenberg
1919;3626;Hünibach
1920;4554;Hüniken
1921;8194;Hüntwangen
1922;5502;Hunzenschwil
1923;6152;Hüswil
1924;8825;Hütten
1925;8115;Hüttikon
1926;8553;Hüttlingen
1927;8553;Hüttlingen-Mettendorf
1928;4950;Huttwil
1929;8536;Hüttwilen
1930;6438;Ibach
1931;4571;Ichertswil
1932;1977;Icogne
1933;3305;Iffwil
1934;7206;Igis
1935;7130;Ilanz
1936;6434;Illgau
1937;8558;Illhart
1938;8574;Illighausen
1939;8308;Illnau
1940;1655;Im Fang
1941;6405;Immensee
1942;6571;Indemini
1943;3953;Inden
1944;3375;Inkwil
1945;7050;Innerarosa
1946;3044;Innerberg
1947;3044;Innerberg-Säriswil
1948;3619;Innereriz
1949;7445;Innerferrera
1950;8858;Innerthal
1951;3862;Innertkirchen
1952;3232;Ins
1953;6951;Insone
1954;3800;Interlaken
1955;3801;Interlaken Ausgänge
1956;6655;Intragna
1957;6476;Intschi
1958;6034;Inwil
1959;2563;Ipsach
1960;6707;Iragna
1961;3807;Iseltwald
1962;3822;Isenfluh
1963;6461;Isenthal
1964;6993;Iseo
1965;1914;Isérables
1966;8546;Islikon
1967;8905;Islisberg
1968;6614;Isole di Brissago
1969;6810;Isone
1970;8575;Istighofen
1971;4452;Itingen
1972;4337;Ittenthal
1973;3063;Ittigen
1974;3629;Jaberg
1975;1656;Jaun
1976;3303;Jegenstorf
1977;7233;Jenaz
1978;7307;Jenins
1979;7494;Jenisberg
1980;2565;Jens
1981;1793;Jeuss
1982;8645;Jona
1983;8916;Jonen
1984;1805;Jongny
1985;9243;Jonschwil
1986;1008;Jouxtens-Mézery
1987;7448;Juf
1988;3801;Jungfraujoch
1989;1326;Juriens
1990;1254;Jussy
1991;6056;Kägiswil
1992;9038;Kaien
1993;4303;Kaiseraugst
1994;4303;Kaiseraugst SB
1995;8434;Kaiserstuhl AG
1996;4336;Kaisten
1997;5625;Kallern
1998;3283;Kallnach
1999;3922;Kalpetran
2000;3413;Kaltacker
2001;6212;Kaltbach
2002;8722;Kaltbrunn
2003;8259;Kaltenbach
2004;9508;Kalthäusern
2005;4535;Kammersrohr
2006;3716;Kandergrund
2007;3718;Kandersteg
2008;4447;Känerkinden
2009;8926;Kappel am Albis
2010;4616;Kappel SO
2011;3273;Kappelen
2012;6047;Kastanienbaum
2013;3126;Kaufdorf
2014;8546;Kefikon
2015;3122;Kehrsatz
2016;6365;Kehrsiten
2017;8640;Kempraten
2018;8310;Kemptthal
2019;3309;Kernenried
2020;6064;Kerns
2021;3210;Kerzers
2022;8593;Kesswil
2023;4703;Kestenholz
2024;4468;Kienberg
2025;3628;Kienersrüti
2026;3723;Kiental
2027;3629;Kiesen
2028;4496;Kilchberg BL
2029;8802;Kilchberg ZH
2030;8956;Killwangen
2031;8963;Kindhausen AG
2032;3917;Kippel
2033;3422;Kirchberg BE
2034;9533;Kirchberg SG
2035;5416;Kirchdorf AG
2036;3116;Kirchdorf BE
2037;3128;Kirchenthurnen
2038;5054;Kirchleerau
2039;5054;Kirchleerau-Moosleerau
2040;3038;Kirchlindach
2041;8585;Klarsreuti
2042;8451;Kleinandelfingen
2043;3213;Kleinbösingen
2044;4936;Kleindietwil
2045;5314;Kleindöttingen
2046;3801;Kleine Scheidegg
2047;3212;Kleingurmels
2048;4245;Kleinlützel
2049;6076;Kleinteil
2050;6277;Kleinwangen
2051;5313;Klingnau
2052;8750;Klöntal
2053;7250;Klosters
2054;7252;Klosters Dorf
2055;8302;Kloten
2056;4710;Klus
2057;8881;Knoblisbühl
2058;8934;Knonau
2059;6213;Knutwil
2060;5322;Koblenz
2061;8483;Kollbrunn
2062;5742;Kölliken
2063;3098;Köniz
2064;3510;Konolfingen
2065;3510;Konolfingen 1
2066;3510;Konolfingen 2
2067;3510;Konolfingen 3
2068;3425;Koppigen
2069;6217;Kottwil
2070;9214;Kradolf
2071;3315;Kräiligen
2072;3704;Krattigen
2073;3326;Krauchthal
2074;8280;Kreuzlingen
2075;8280;Kreuzlingen 1
2076;8280;Kreuzlingen 2
2077;8280;Kreuzlingen 3
2078;8280;Kreuzlingen 4
2079;8288;Kreuzlingen Sonderdienste
2080;3179;Kriechenwil
2081;4566;Kriegstetten
2082;6010;Kriens
2083;9451;Kriessern
2084;9622;Krinau
2085;9302;Kronbühl
2086;6199;Kröschenbrunnen
2087;9643;Krummenau
2088;7240;Küblis
2089;6234;Kulmerau
2090;8586;Kümmertshausen
2091;5444;Künten
2092;8700;Küsnacht ZH
2093;6403;Küssnacht am Rigi
2094;5024;Küttigen
2095;4581;Küttigkofen
2096;8314;Kyburg
2097;4586;Kyburg-Buchegg
2098;2125;La Brévine
2099;2407;La Châtagne
2100;1308;La Chaux (Cossonay)
2101;2300;La Chaux-de-Fonds
2102;2301;La Chaux-de-Fonds
2103;2302;La Chaux-de-Fonds
2104;2303;La Chaux-de-Fonds
2105;2304;La Chaux-de-Fonds
2106;2305;La Chaux-de-Fonds
2107;2306;La Chaux-de-Fonds
2108;2300;La Chaux-de-Fonds 1
2109;2300;La Chaux-de-Fonds 1 Dist
2110;2724;La Chaux-des-Breuleux
2111;2405;La Chaux-du-Milieu
2112;1806;La Chiésaz
2113;2332;La Cibourg
2114;1861;La Comballaz
2115;1093;La Conversion
2116;1783;La Corbaz
2117;2117;La Côte-aux-Fées
2118;1602;La Croix (Lutry)
2119;1257;La Croix-de-Rozon
2120;1265;La Cure
2121;2333;La Ferrière
2122;1866;La Forclaz VD
2123;1944;La Fouly VS
2124;2604;La Heutte
2125;1697;La Joux FR
2126;2058;La Joux-du-Plâne
2127;1831;La Lécherette
2128;1687;La Magne
2129;1686;La Neirigue
2130;2520;La Neuveville
2131;1283;La Plaine
2132;1227;La Praille
2133;1327;La Praz
2134;7522;La Punt-Chamues-ch
2135;1278;La Rippe
2136;1634;La Roche FR
2137;1613;La Rogivue
2138;7742;La Rösa
2139;1623;La Rougève
2140;1985;La Sage
2141;1450;La Sagne (Ste-Croix)
2142;2314;La Sagne NE
2143;1315;La Sarraz
2144;2720;La Tanne
2145;1831;La Tine
2146;1814;La Tour-de-Peilz
2147;1635;La Tour-de-Trême
2148;1624;La Verrerie
2149;1454;La Vraconnaz
2150;2209;La Vue-des-Alpes
2151;7031;Laax GR
2152;7031;Laax GR 1
2153;7032;Laax GR 2
2154;1344;L'Abbaye
2155;1355;L'Abergement
2156;9428;Lachen AR
2157;8853;Lachen SZ
2158;8851;Lachen SZ Ramensperger AG
2159;1287;Laconnex
2160;7155;Ladir
2161;2718;Lajoux JU
2162;3931;Lalden
2163;2516;Lamboing
2164;6814;Lamone
2165;6814;Lamone-Cadempino
2166;4432;Lampenberg
2167;6545;Landarenca
2168;7302;Landquart
2169;7207;Landquart Fabriken
2170;8597;Landschlacht
2171;4438;Langenbruck
2172;3636;Längenbühl
2173;4513;Langendorf
2174;4900;Langenthal
2175;4901;Langenthal
2176;4902;Langenthal
2177;4903;Langenthal
2178;4900;Langenthal 1
2179;8135;Langnau am Albis
2180;6262;Langnau b. Reiden
2181;3550;Langnau im Emmental
2182;8585;Langrickenbach
2183;7057;Langwies
2184;8246;Langwiesen
2185;9503;Lanterswil
2186;7083;Lantsch/Lenz
2187;3148;Lanzenhäusern
2188;8506;Lanzenneunforn
2189;6711;Largario
2190;7484;Latsch
2191;3758;Latterbach
2192;1454;L'Auberson
2193;3782;Lauenen b. Gstaad
2194;6424;Lauerz
2195;4448;Läufelfingen
2196;4242;Laufen
2197;4335;Laufenburg
2198;3177;Laupen BE
2199;8637;Laupen ZH
2200;4712;Laupersdorf
2201;3438;Lauperswil
2202;6549;Laura
2203;1001;Lausanne
2204;1002;Lausanne
2205;1003;Lausanne
2206;1004;Lausanne
2207;1005;Lausanne
2208;1006;Lausanne
2209;1007;Lausanne
2210;1010;Lausanne
2211;1011;Lausanne
2212;1012;Lausanne
2213;1015;Lausanne
