PKLocNb;NPA;LocName
3253;1516;Prévondavaux
3254;1682;Prévonloup
3255;1746;Prez-vers-Noréaz
3256;1677;Prez-vers-Siviriez
3257;1008;Prilly
3258;1662;Pringy
3259;1624;Progens
3260;1673;Promasens
3261;7606;Promontogno
3262;6526;Prosito
3263;1428;Provence
3264;1428;Provence-Mutrux
3265;6711;Prugiasco
3266;6823;Pugerna
3267;1604;Puidoux
3268;1604;Puidoux-Gare
3269;1009;Pully
3270;1241;Puplinge
3271;6984;Pura
3272;6989;Purasca
3273;7228;Pusserein
3274;7224;Putz
3275;8883;Quarten
3276;6572;Quartino
3277;8878;Quinten
3278;6777;Quinto
3279;7172;Rabius
3280;3271;Radelfingen b. Aarberg
3281;8197;Rafz
3282;6026;Rain
3283;6061;Ramersberg
3284;8487;Rämismühle
3285;4719;Ramiswil
3286;4433;Ramlinsburg
3287;7556;Ramosch
3288;3435;Ramsei
3289;8262;Ramsen
3290;6862;Rancate
3291;1359;Rances
3292;3928;Randa
3293;3975;Randogne
3294;3975;Randogne-Village
3295;3439;Ranflüh
3296;6577;Ranzo
3297;8558;Raperswilen
3298;3255;Rapperswil BE
3299;8640;Rapperswil SG
3300;8640;Rapperswil SG TD
3301;8640;Rapperswil SG Zustellamt
3302;3942;Raron
3303;6651;Rasa
3304;8352;Räterschen
3305;1928;Ravoire
3306;6491;Realp
3307;7408;Realta
3308;2765;Rebeuvelier
3309;2717;Rebévelier
3310;9445;Rebstein
3311;4565;Recherswil
3312;1718;Rechthalten
3313;3966;Réchy
3314;3998;Reckingen VS
3315;2912;Réclère
3316;2912;Réclère-Roche-d'Or
3317;2732;Reconvilier
3318;8158;Regensberg
3319;8105;Regensdorf
3320;8105;Regensdorf 1
3321;8106;Regensdorf 2
3322;9038;Rehetobel
3323;3713;Reichenbach im Kandertal
3324;8864;Reichenburg
3325;6260;Reiden
3326;6260;Reidermoos
3327;4418;Reigoldswil
3328;5734;Reinach AG
3329;4153;Reinach BL
3330;4153;Reinach BL 1
3331;4153;Reinach BL 2
3332;4919;Reisiswil
3333;5057;Reitnau
3334;8436;Rekingen AG
3335;1617;Remaufens
3336;5453;Remetschwil
3337;5236;Remigen
3338;2616;Renan BE
3339;1020;Renens VD
3340;1020;Renens VD 1
3341;1020;Renens VD 2
3342;6164;Rengg
3343;1847;Rennaz
3344;6285;Retschwil
3345;6015;Reussbühl
3346;6015;Reussbühl 1
3347;6015;Reussbühl 2
3348;9411;Reute AR
3349;9517;Reuti b. Weinfelden
3350;3647;Reutigen
3351;8404;Reutlingen (Winterthur)
3352;1128;Reverolle
3353;7403;Rhäzüns
3354;8462;Rheinau
3355;9424;Rheineck
3356;4310;Rheinfelden
3357;4310;Rheinfelden 1
3358;4310;Rheinfelden 2
3359;8256;Rheinklingen
3360;4338;Rheinsulz
3361;1632;Riaz
3362;6595;Riazzino
3363;6263;Richenthal
3364;3078;Richigen
3365;8805;Richterswil
3366;8726;Ricken SG
3367;5634;Rickenbach AG
3368;6432;Rickenbach b. Schwyz
3369;9532;Rickenbach b. Wil
3370;8545;Rickenbach b. Winterthur
3371;4462;Rickenbach BL
3372;6221;Rickenbach LU
3373;4613;Rickenbach SO
3374;8544;Rickenbach-Attikon
3375;1908;Riddes
3376;3724;Ried (Frutigen)
3377;6431;Ried (Muotathal)
3378;3216;Ried b. Kerzers
3379;3911;Ried-Brig
3380;8739;Rieden SG
3381;3987;Riederalp
3382;8750;Riedern
3383;4533;Riedholz
3384;8616;Riedikon
3385;3986;Ried-Mörel
3386;3159;Riedstätt
3387;8586;Riedt b. Erlen
3388;3475;Riedtwil
3389;4125;Riehen
3390;4125;Riehen 1
3391;4125;Riehen 2
3392;7128;Riein
3393;6453;Riemenstalden
3394;8438;Rietheim
3395;1097;Riex
3396;3156;Riffenmatt
3397;8911;Rifferswil
3398;3132;Riggisberg
3399;6356;Rigi Kaltbad
3400;6410;Rigi Klösterli
3401;6410;Rigi Kulm
3402;6410;Rigi Scheidegg
3403;6410;Rigi Staffel
3404;4853;Riken AG
3405;8486;Rikon im Tösstal
3406;9234;Rindal
3407;3852;Ringgenberg BE
3408;3656;Ringoldswil
3409;5223;Riniken
3410;7463;Riom
3411;6343;Risch
3412;3981;Ritzingen
3413;6826;Riva S. Vitale
3414;1812;Rivaz
3415;6671;Riveo
3416;6802;Rivera
3417;3206;Rizenbach
3418;6599;Robasacco
3419;1852;Roche VD
3420;2912;Roche-d'Or
3421;2203;Rochefort
3422;2762;Roches BE
3423;2907;Rocourt
3424;7415;Rodels
3425;4118;Rodersdorf
3426;6772;Rodi-Fiesso
3427;2814;Roggenburg
3428;6265;Roggliswil
3429;4914;Roggwil BE
3430;9325;Roggwil TG
3431;5032;Rohr AG
3432;4655;Rohr b. Olten
3433;4938;Rohrbach b. Huttwil
3434;4938;Rohrbachgraben
3435;6132;Rohrmatt
3436;1180;Rolle
3437;1323;Romainmôtier
3438;1423;Romairon
3439;1032;Romanel-sur-Lausanne
3440;1122;Romanel-sur-Morges
3441;1626;Romanens
3442;8590;Romanshorn
3443;8590;Romanshorn 1
3444;8590;Romanshorn 2
3445;8590;Romanshorn 3
3446;5022;Rombach
3447;6027;Römerswil LU
3448;2538;Romont BE
3449;1680;Romont FR
3450;1681;Romont FR Sorties
3451;6113;Romoos
3452;7454;Rona
3453;6622;Ronco sopra Ascona
3454;7430;Rongellen
3455;6037;Root
3456;1088;Ropraz
3457;8427;Rorbas
3458;8427;Rorbas-Freienstein
3459;9400;Rorschach
3460;9400;Rorschach Ost
3461;9400;Rorschach Zustellamt
3462;9400;Rorschacherberg
3463;4244;Röschenz
3464;1754;Rosé
3465;3860;Rosenlaui
3466;6548;Rossa
3467;2842;Rossemaison
3468;1513;Rossenges
3469;1728;Rossens FR
3470;1554;Rossens VD
3471;3204;Rosshäusern
3472;1836;Rossinière
3473;9512;Rossrüti
3474;6760;Rossura
3475;3913;Rosswald
3476;3373;Röthenbach Herzogenbuchse
3477;3538;Röthenbach im Emmental
3478;7405;Rothenbrunnen
3479;6023;Rothenburg
3480;4467;Rothenfluh
3481;9518;Rothenhausen
3482;6418;Rothenthurm
3483;3855;Rothorn Kulm
3484;4852;Rothrist
3485;3901;Rothwald
3486;6343;Rotkreuz
3487;8919;Rottenschwil
3488;1838;Rougemont
3489;6535;Roveredo GR
3490;6957;Roveredo TI
3491;6821;Rovio
3492;1463;Rovray
3493;3113;Rubigen
3494;3437;Rüderswil
3495;8455;Rüdlingen
3496;8465;Rudolfingen
3497;8964;Rudolfstetten
3498;3422;Rüdtligen
3499;1671;Rue
3500;3474;Rüedisbach
3501;6017;Rüediswil
3502;3088;Rüeggisberg
3503;3417;Rüegsau
3504;3415;Rüegsauschachen
3505;3418;Rüegsbach
3506;7189;Rueras
3507;8735;Rüeterswil
3508;7156;Rueun
3509;1414;Rueyres
3510;1542;Rueyres-les-Prés
3511;1695;Rueyres-St-Laurent
3512;1626;Rueyres-Treyfayes
3513;5235;Rüfenach AG
3514;3075;Rüfenacht BE
3515;8723;Rufi
3516;9491;Ruggell
3517;3472;Rumendingen
3518;8439;Rümikon AG
3519;4539;Rumisberg
3520;8153;Rümlang
3521;3128;Rümligen
3522;4444;Rümlingen
3523;4497;Rünenberg
3524;5102;Rupperswil
3525;3251;Ruppoldsried
3526;3153;Rüschegg Gambach
3527;3154;Rüschegg Graben
3528;3154;Rüschegg Heubach
3529;7154;Ruschein
3530;8803;Rüschlikon
3531;8332;Russikon
3532;1281;Russin
3533;6611;Russo
3534;1773;Russy
3535;6017;Ruswil
3536;9464;Rüthi SG
3537;3295;Rüti b. Büren
3538;3421;Rüti b. Lyssach
3539;3099;Rüti b. Riggisberg
3540;8782;Rüti GL
3541;8630;Rüti ZH
3542;5406;Rütihof
3543;6441;Rütli
3544;4933;Rütschelen
3545;8471;Rutschwil-Dägerlen
3546;4522;Rüttenen
3547;6977;Ruvigliana
3548;6592;S. Antonino
3549;6583;S. Antonio (Val Morobbia)
3550;7174;S. Benedetg
3551;6565;S. Bernardino
3552;7741;S. Carlo (Poschiavo)
3553;6690;S. Carlo (Val Bavona)
3554;6781;S. Gottardo
3555;6575;S. Nazzaro
3556;6854;S. Pietro
3557;6534;S. Vittore
3558;3792;Saanen
3559;3777;Saanenmöser
3560;3905;Saas Almagell
3561;3908;Saas Balen
3562;3906;Saas Fee
3563;3910;Saas Grund
3564;7247;Saas im Prättigau
3565;6072;Sachseln
3566;5745;Safenwil
3567;7107;Safien Platz
3568;2553;Safnern
3569;6831;Sagno
3570;7152;Sagogn
3571;2732;Saicourt
3572;2726;Saignelégier
3573;1913;Saillon
3574;6954;Sala Capriasca
3575;8493;Saland
3576;1585;Salavaux
3577;8507;Salen-Reutenen
3578;8268;Salenstein
3579;1625;Sâles (Gruyère)
3580;9465;Salez
3581;3970;Salgesch
3582;1991;Salins
3583;8599;Salmsach
3584;6872;Salorino
3585;7462;Salouf
3586;1922;Salvan
3587;1794;Salvenach
3588;7503;Samedan
3589;7563;Samnaun Dorf
3590;7562;Samnaun-Compatsch
3591;8833;Samstagern
3592;1738;Sangernboden
3593;7057;Sapün
3594;7320;Sargans
3595;3044;Säriswil
3596;5614;Sarmenstorf
3597;7423;Sarn
3598;6060;Sarnen
3599;1948;Sarreyer
3600;1683;Sarzens
3601;1534;Sassel
3602;1242;Satigny
3603;6417;Sattel
3604;1189;Saubraz
3605;2026;Sauges-près-St-Aubin
3606;2873;Saulcy
3607;2732;Saules BE
3608;2065;Savagnier
3609;1965;Savièse
3610;1073;Savigny
3611;7460;Savognin
3612;9468;Sax
3613;3813;Saxeten
3614;1907;Saxon
3615;7202;Says
3616;6951;Scareglia
3617;9494;Schaan
3618;9486;Schaanwald
3619;9112;Schachen b. Herisau
3620;9414;Schachen b. Reute
3621;6105;Schachen LU
3622;8200;Schaffhausen
3623;8201;Schaffhausen
3624;8202;Schaffhausen
3625;8203;Schaffhausen
3626;8204;Schaffhausen
3627;8205;Schaffhausen
3628;8206;Schaffhausen
3629;8207;Schaffhausen
3630;8208;Schaffhausen
3631;8200;Schaffhausen 1 Ausgabe
3632;3415;Schafhausen im Emmental
3633;5503;Schafisheim
3634;3314;Schalunen
3635;7525;S-chanf
3636;6197;Schangnau
3637;8718;Schänis
3638;7412;Scharans
3639;6196;Schärlig
3640;3722;Scharnachtal
3641;6467;Schattdorf
3642;7270;Schatzalp (Davos)
3643;7419;Scheid
3644;9488;Schellenberg
3645;2827;Schelten
3646;6214;Schenkon
3647;5246;Scherz
3648;8596;Scherzingen
3649;3305;Scheunen
3650;2556;Scheuren
3651;7220;Schiers
3652;8834;Schindellegi
3653;5116;Schinznach Bad
3654;5107;Schinznach Dorf
3655;7168;Schlans
3656;8252;Schlatt b. Diessenhofen
3657;8418;Schlatt b. Winterthur
3658;8255;Schlattingen
3659;8165;Schleinikon
3660;8226;Schleitheim
3661;6231;Schlierbach
3662;8952;Schlieren
3663;8952;Schlieren SB Lilie-Zentru
3664;3098;Schliern b. Köniz
3665;5044;Schlossrued
3666;3082;Schlosswil
3667;7151;Schluein
3668;8716;Schmerikon
3669;3464;Schmidigen-Mühleweg
3670;8495;Schmidrüti
3671;9563;Schmidshof
3672;5046;Schmiedrued
3673;7493;Schmitten (Albula)
3674;3185;Schmitten FR
3675;7130;Schnaus
3676;5425;Schneisingen
3677;3253;Schnottwil
3678;8581;Schocherswil
3679;8165;Schöfflisdorf
3680;5040;Schöftland
3681;3321;Schönbühl Einkaufszentrum
3682;3322;Schönbühl-Urtenen
3683;8585;Schönenbaumgarten
3684;9215;Schönenberg an der Thur
3685;8824;Schönenberg ZH
3686;4124;Schönenbuch
3687;9105;Schönengrund
3688;5012;Schönenwerd
3689;6288;Schongau
3690;8577;Schönholzerswilen
3691;3778;Schönried
3692;6247;Schötz
3693;8862;Schübelbach
3694;7228;Schuders
3695;3535;Schüpbach
3696;4325;Schupfart
3697;3054;Schüpfen
3698;6170;Schüpfheim
3699;4352;Schwaderloch
3700;2556;Schwadernau
3701;3657;Schwanden (Sigriswil)
3702;3855;Schwanden b. Brienz
3703;8762;Schwanden GL
3704;3433;Schwanden im Emmental
3705;8762;Schwändi b. Schwanden
3706;4953;Schwarzenbach (Huttwil)
3707;6215;Schwarzenbach Beromünster
3708;9536;Schwarzenbach SG
3709;6103;Schwarzenberg LU
3710;3150;Schwarzenburg
3711;3616;Schwarzenegg
3712;4911;Schwarzhäusern
3713;1711;Schwarzsee
3714;9223;Schweizersholz
3715;9103;Schwellbrunn
3716;9057;Schwende
3717;3757;Schwenden im Diemtigtal
3718;7325;Schwendi im Weisstannenta
3719;3624;Schwendibach
3720;8603;Schwerzenbach
3721;6430;Schwyz
3722;6831;Scudellate
3723;7550;Scuol
3724;1554;Sédeilles
3725;7188;Sedrun
3726;3365;Seeberg
3727;3267;Seedorf BE
3728;6462;Seedorf UR
3729;2747;Seehof
3730;6377;Seelisberg
3731;5707;Seengen
3732;4206;Seewen SO
3733;6423;Seewen SZ
3734;7212;Seewis Dorf
3735;3136;Seftigen
3736;7186;Segnas
3737;1525;Seigneux
3738;1474;Seiry
3739;2888;Seleute
3740;3981;Selkingen
3741;6545;Selma
3742;4411;Seltisberg
3743;2545;Selzach
3744;1933;Sembrancher
3745;6514;Sementina
3746;6714;Semione
3747;6204;Sempach Stadt
3748;6203;Sempach Station
3749;1623;Semsales
3750;1118;Senarclens
3751;1724;Senèdes
3752;8482;Sennhof (Winterthur)
3753;9466;Sennwald
3754;7554;Sent
3755;5703;Seon
3756;6836;Serfontana
3757;1355;Sergey
3758;7249;Serneus
3759;7249;Serneus Station
3760;6867;Serpiano
3761;1077;Servion
3762;6832;Seseglio
3763;6997;Sessa
3764;8472;Seuzach
3765;1541;Sévaz
3766;9475;Sevelen
3767;1141;Sévery
3768;7127;Sevgein
3769;7742;Sfazù
3770;7157;Siat
3771;8225;Siblingen
3772;8854;Siebnen
3773;8573;Siegershausen
3774;3960;Sierre
3775;3961;Sierre Sorties
3776;5301;Siggenthal Station
3777;6019;Sigigen
3778;6806;Sigirino
3779;8439;Siglistorf
3780;3534;Signau
3781;6951;Signôra
3782;1274;Signy
3783;3655;Sigriswil
3784;8944;Sihlbrugg Dorf
3785;8944;Sihlbrugg Station
3786;6473;Silenen
3787;7411;Sils im Domleschg
3788;7515;Sils/Segl Baselgia
3789;7514;Sils/Segl Maria
3790;7513;Silvaplana
3791;3901;Simplon Dorf
3792;3901;Simplon Hospiz
3793;5643;Sins
3794;1950;Sion
3795;1951;Sion
3796;1950;Sion 1
3797;1950;Sion 1 Dist Lettres
3798;1950;Sion 2
3799;1950;Sion 3
3800;1950;Sion 4
3801;1951;Sion DT
3802;1951;Sion RCP
3803;1961;Sion Sorties
3804;8370;Sirnach
3805;2577;Siselen BE
3806;6452;Sisikon
3807;4450;Sissach
3808;4334;Sisseln AG
3809;8589;Sitterdorf
3810;1997;Siviez
3811;1678;Siviriez
3812;6562;Soazza
3813;6749;Sobrio
3814;7610;Soglio
3815;6600;Solduno
3816;4500;Solothurn
3817;4501;Solothurn
3818;4502;Solothurn
3819;4503;Solothurn
3820;4504;Solothurn
3821;4500;Solothurn 1
3822;4500;Solothurn 1 Ausgabe
3823;6872;Somazzo
3824;6674;Someo
3825;1688;Sommentier
3826;8580;Sommeri
3827;2605;Sonceboz-Sombeval
3828;6637;Sonogno
3829;8563;Sonterswil
3830;6968;Sonvico
3831;2615;Sonvilier
3832;8762;Sool
3833;1286;Soral
3834;6174;Sörenberg
3835;6924;Sorengo
3836;1642;Sorens
3837;2716;Sornetan
3838;2736;Sorvilier
3839;1062;Sottens
3840;2887;Soubey
3841;2748;Souboz-Les Ecorcheresses
3842;2864;Soulce
3843;2805;Soyhières
3844;9042;Speicher
3845;9037;Speicherschwendi
3846;3095;Spiegel b. Bern
3847;3700;Spiez
3848;3700;Spiezmoos
3849;3700;Spiezwiler
3850;6464;Spiringen
3851;7435;Splügen
3852;8957;Spreitenbach
3853;6611;Spruga
3854;1713;St. Antoni
3855;7246;St. Antönien
3856;6212;St. Erhard
3857;9000;St. Gallen
3858;9001;St. Gallen
3859;9003;St. Gallen
3860;9004;St. Gallen
3861;9006;St. Gallen
3862;9007;St. Gallen
3863;9008;St. Gallen
3864;9009;St. Gallen
3865;9010;St. Gallen
3866;9011;St. Gallen
3867;9012;St. Gallen
3868;9013;St. Gallen
3869;9014;St. Gallen
3870;9015;St. Gallen
3871;9016;St. Gallen
3872;9000;St. Gallen 1 Briefausgabe
3873;9028;St. Gallen Cornelia Versa
3874;9001;St. Gallen KPD
3875;9026;St. Gallen Künzler AG
3876;9027;St. Gallen Medicenter
3877;9029;St. Gallen Sonderdienste
3878;9001;St. Gallen TD
3879;9020;St. Gallen Verarbeitungsz
3880;8735;St. Gallenkappel
3881;3936;St. German
3882;9543;St. Margarethen TG
3883;9430;St. Margrethen SG
3884;7313;St. Margrethenberg
3885;7116;St. Martin (Lugnez)
3886;7500;St. Moritz
3887;7500;St. Moritz 1
3888;7500;St. Moritz 3
3889;3924;St. Niklaus VS
3890;6005;St. Niklausen LU
3891;6066;St. Niklausen OW
3892;4421;St. Pantaleon
3893;9225;St. Pelagiberg
3894;7028;St. Peter
3895;9127;St. Peterzell
3896;1736;St. Silvester
3897;3772;St. Stephan
3898;4915;St. Urban
3899;1717;St. Ursen
3900;7536;Sta. Maria im Münstertal
3901;6541;Sta. Maria in Calanca
3902;9422;Staad SG
3903;6855;Stabio
3904;9320;Stachen
3905;8404;Stadel (Winterthur)
3906;8174;Stadel b. Niederglatt
3907;8712;Stäfa
3908;5053;Staffelbach
3909;6063;Stalden (Sarnen)
3910;3922;Stalden VS
3911;3933;Staldenried
3912;8143;Stallikon
3913;7605;Stampa
3914;6370;Stans
3915;6362;Stansstad
3916;4656;Starrkirch-Wil
3917;1566;St-Aubin FR
3918;2024;St-Aubin NE
3919;5603;Staufen
3920;1041;St-Barthélemy VD
3921;2072;St-Blaise
3922;2874;St-Brais
3923;1264;St-Cergue
3924;1064;St-Cierges
3925;3824;Stechelberg
3926;8266;Steckborn
3927;1450;Ste-Croix
3928;3612;Steffisburg
3929;3613;Steffisburg
3930;8496;Steg im Tösstal
3931;3940;Steg VS
3932;9503;Stehrenberg
3933;4332;Stein AG
3934;8260;Stein am Rhein
3935;9063;Stein AR
3936;9655;Stein SG
3937;9323;Steinach
3938;9314;Steinebrunn
3939;6422;Steinen
3940;6416;Steinerberg
3941;3995;Steinhaus
3942;6312;Steinhausen
3943;4556;Steinhof SO
3944;6114;Steinhuserberg
3945;8162;Steinmaur
3946;7226;Stels
3947;8499;Sternenberg
3948;5608;Stetten AG
3949;8234;Stetten SH
3950;9507;Stettfurt
3951;3066;Stettlen
3952;1261;St-George
3953;1898;St-Gingolph
3954;7459;Stierva
3955;5233;Stilli
3956;2610;St-Imier
3957;3961;St-Jean VS
3958;1806;St-Légier
3959;1806;St-Légier-La Chiésaz
3960;1958;St-Léonard
3961;1176;St-Livres
3962;3961;St-Luc
3963;1609;St-Martin FR
3964;2055;St-Martin NE
3965;1969;St-Martin VS
3966;1890;St-Maurice
3967;1891;St-Maurice Sorties
3968;3632;Stocken
3969;6433;Stoos SZ
3970;1187;St-Oyens
3971;1956;St-Pierre-de-Clages
3972;1162;St-Prex
3973;7558;Strada
3974;4802;Strengelbach
3975;8514;Strohwilen
3976;1813;St-Saphorin (Lavaux)
3977;1113;St-Saphorin-sur-Morges
3978;1975;St-Séverin
3979;2123;St-Sulpice NE
3980;1025;St-Sulpice VD
3981;1855;St-Triphon
3982;2557;Studen BE
3983;8845;Studen SZ
3984;7482;Stugl/Stuls
3985;2882;St-Ursanne
3986;4655;Stüsslingen
3987;3262;Suberg
3988;4553;Subingen
3989;1433;Suchy
3990;3618;Süderen
3991;7434;Sufers
3992;1786;Sugiez
3993;1043;Sugnens
3994;5034;Suhr
3995;8583;Sulgen
3996;8585;Sulgen Ausgänge
3997;1036;Sullens
3998;4339;Sulz AG
3999;6284;Sulz LU
4000;8614;Sulzbach
4001;3454;Sumiswald
4002;7421;Summaprada
4003;7175;Sumvitg
4004;3800;Sundlauenen
4005;7456;Sur
4006;7472;Surava
4007;7115;Surcasti
4008;7138;Surcuolm
4009;7148;Surin
4010;1528;Surpierre
4011;7173;Surrein
4012;6210;Sursee
4013;1437;Suscévaz
4014;7542;Susch
4015;3952;Susten
4016;2572;Sutz
4017;1510;Syens
4018;1712;Tafers
4019;8307;Tagelswangen
4020;5522;Tägerig
4021;9554;Tägerschen
4022;3502;Tägertschi
4023;8274;Tägerwilen
4024;7015;Tamins
4025;8632;Tann
4026;1295;Tannay
4027;8824;Tanne b. Wädenswil
4028;7553;Tarasp
4029;7422;Tartar
4030;1180;Tartegnin
4031;3929;Täsch
4032;2575;Täuffelen
4033;7162;Tavanasa
4034;2710;Tavannes
4035;6807;Taverne
4036;4492;Tecknau
4037;5306;Tegerfelden
4038;6652;Tegna
4039;6598;Tenero
4040;7106;Tenna
4041;4456;Tenniken
4042;5617;Tennwil
4043;1734;Tentlingen
4044;3912;Termen
4045;6998;Termine
4046;1820;Territet-Veytaux
4047;7116;Tersnaus
4048;6950;Tesserete
4049;9053;Teufen AR
4050;8428;Teufen ZH
4051;5723;Teufenthal AG
4052;3623;Teuffenthal b. Thun
4053;9425;Thal
4054;5112;Thalheim AG
4055;8478;Thalheim an der Thur
4056;7109;Thalkirch
4057;8800;Thalwil
4058;8801;Thalwil Fächer
4059;8240;Thayngen
4060;8484;Theilingen
4061;4106;Therwil
4062;2075;Thielle-Wavre
4063;3634;Thierachern
4064;1410;Thierrens
4065;1226;Thônex
4066;3367;Thörigen
4067;3174;Thörishaus
4068;3600;Thun
4069;3601;Thun
4070;3602;Thun
4071;3603;Thun
4072;3604;Thun
4073;3605;Thun
4074;3606;Thun
4075;3607;Thun
4076;3608;Thun
4077;3600;Thun 2
4078;3600;Thun 2 Briefausgabe
4079;3602;Thun 2 Militärpost
4080;3600;Thun TD
4081;8512;Thundorf
4082;4922;Thunstetten
4083;4441;Thürnen
4084;7430;Thusis
4085;7431;Thusis Ausgänge
4086;1988;Thyon
4087;1988;Thyon-Les Collons
4088;7450;Tiefencastel
4089;7453;Tinizong
4090;4425;Titterten
4091;9555;Tobel
4092;3125;Toffen
4093;1131;Tolochenaz
4094;8577;Toos
4095;3923;Törbel
4096;1899;Torgon
4097;1748;Torny-le-Grand
4098;6717;Torre
4099;6808;Torricella
4100;3456;Trachselwald
4101;8840;Trachslau
4102;2720;Tramelan
4103;7417;Trans
4104;8219;Trasadingen
4105;2105;Travers
4106;3226;Treiten
4107;1270;Trélex
4108;6865;Tremona
4109;1552;Trey
4110;1436;Treycovagnes
4111;1626;Treyfayes
4112;1488;Treytorrens (Payerne)
4113;1733;Treyvaux
4114;8273;Triboltingen
4115;6234;Triengen
4116;1929;Trient
4117;9495;Triesen
4118;9497;Triesenberg
4119;4632;Trimbach
4120;7203;Trimmis
4121;3083;Trimstein
4122;7014;Trin
4123;7016;Trin Mulin
4124;7199;Trin Station
4125;9043;Trogen
4126;9043;Trogen Kinderdorf
4127;1256;Troinex
4128;1872;Troistorrents
4129;3556;Trub
4130;9477;Trübbach
4131;3555;Trubschachen
4132;8466;Trüllikon
4133;7166;Trun
4134;8467;Truttikon
4135;7428;Tschappina
4136;4576;Tscheppach
4137;8881;Tscherlach
4138;7064;Tschiertschen
4139;7532;Tschierv
4140;3656;Tschingel ob Gunten
4141;7559;Tschlin
4142;3233;Tschugg
4143;9327;Tübach
4144;8856;Tuggen
4145;7418;Tumegl/Tomils
4146;3781;Turbach
4147;8488;Turbenthal
4148;5300;Turgi
4149;3946;Turtmann
4150;2512;Tüscherz-Alfermée
4151;9546;Tuttwil
4152;2513;Twann
4153;6044;Udligenswil
4154;3182;Ueberstorf
4155;3635;Uebeschi
4156;5028;Ueken
4157;8713;Uerikon
4158;4813;Uerkheim
4159;8537;Uerschhausen
4160;8926;Uerzlikon
4161;8524;Uesslingen
4162;3138;Uetendorf
4163;8707;Uetikon am See
4164;8138;Uetliberg
4165;8738;Uetliburg SG
4166;3043;Uettligen
4167;5619;Uezwil
4168;6253;Uffikon
4169;6153;Ufhusen
4170;8248;Uhwiesen
4171;8142;Uitikon Waldegg
4172;9631;Ulisbach
4173;3214;Ulmiz
4174;3988;Ulrichen
4175;5222;Umiken
4176;2863;Undervelier
4177;6314;Unterägeri
4178;3857;Unterbach BE
4179;3944;Unterbäch VS
4180;5224;Unterbözberg
4181;9033;Untereggen
4182;5424;Unterehrendingen
4183;3948;Unterems
4184;5305;Unterendingen
4185;8103;Unterengstringen
4186;5035;Unterentfelden
4187;8508;Unterhörstetten
4188;8842;Unteriberg
4189;5726;Unterkulm
4190;3614;Unterlangenegg
4191;8918;Unterlunkhofen
4192;4588;Unterramsern
4193;6465;Unterschächen
4194;8252;Unterschlatt
4195;3800;Unterseen
4196;5417;Untersiggenthal
4197;8476;Unterstammheim
4198;4916;Untersteckholz
4199;8882;Unterterzen
4200;7204;Untervaz
4201;7201;Untervaz Bahnhof
4202;9657;Unterwasser
4203;7114;Uors (Lumnezia)
4204;8902;Urdorf
4205;7427;Urmein
4206;9107;Urnäsch
4207;8751;Urnerboden
4208;4937;Ursenbach
4209;1412;Ursins
4210;6282;Urswil
4211;1670;Ursy
4212;3322;Urtenen
4213;8610;Uster
4214;8610;Uster 1
4215;8612;Uster 2
4216;8613;Uster 3
4217;3628;Uttigen
4218;8592;Uttwil
4219;3427;Utzenstorf
4220;3068;Utzigen
4221;8730;Uznach
4222;8740;Uznach Vögele Versandhaus
4223;9240;Uzwil
4224;6833;Vacallo
4225;7314;Vadura
4226;9490;Vaduz
4227;6947;Vaglio
4228;6575;Vairano
4229;2042;Valangin
4230;7077;Valbella
4231;7535;Valchava
4232;1873;Val-d'Illiez
4233;7122;Valendas
4234;7317;Valens
4235;1441;Valeyres-sous-Montagny
4236;1358;Valeyres-sous-Rances
4237;1412;Valeyres-sous-Ursins
4238;1586;Vallamand
4239;1565;Vallon
4240;1337;Vallorbe
4241;7132;Vals
4242;7213;Valzeina
4243;1253;Vandoeuvres
4244;3969;Varen
4245;6777;Varenzo
4246;7314;Vasön
4247;7315;Vättis
4248;7146;Vattiz
4249;1675;Vauderens
4250;2537;Vauffelin
4251;1423;Vaugondry
4252;1325;Vaulion
4253;1627;Vaulruz
4254;2028;Vaumarcus
4255;1126;Vaux-sur-Morges
4256;7082;Vaz/Obervaz
4257;7144;Vella
4258;2764;Vellerat
4259;5106;Veltheim AG
4260;2943;Vendlincourt
4261;3973;Venthône
4262;1936;Verbier
4263;1936;Verbier 1
4264;1936;Verbier 2
4265;3967;Vercorin
4266;6538;Verdabbio
4267;6651;Verdasio
4268;6611;Vergeletto
4269;2829;Vermes
4270;1961;Vernamiège
4271;6992;Vernate
4272;1904;Vernayaz
4273;1214;Vernier
4274;1891;Vérossaz
4275;7104;Versam
4276;7104;Versam Station
4277;1551;Vers-chez-Perrin
4278;6653;Verscio
4279;1947;Versegères
4280;1864;Vers-l'Eglise
4281;1290;Versoix
4282;1222;Vésenaz
4283;1483;Vesin
4284;1234;Vessy
4285;1963;Vétroz
4286;1800;Vevey
4287;1800;Vevey 1
4288;1800;Vevey 1 Dist Lettres
4289;1800;Vevey 2
4290;1811;Vevey Nestlé concours
4291;1981;Vex
4292;3968;Veyras
4293;1255;Veyrier
4294;1993;Veysonnaz
4295;1820;Veytaux
4296;6943;Vezia
4297;6938;Vezio
4298;7747;Viano
4299;1267;Vich
4300;1267;Vich-Coinsins
4301;6921;Vico Morcote
4302;7603;Vicosoprano
4303;2824;Vicques
4304;6962;Viganello
4305;7147;Vignogn
4306;2063;Vilars NE
4307;6781;Villa Bedretto
4308;6966;Villa Luganese
4309;1679;Villaraboud
